rms,f0O,wordrateO,freqO,mweO,bottomupO
-0.0837959431737,-149.941202149,-0.175248089062,0.12375954322,0.00279043906341,-0.0383260193552
-0.0829072049066,-147.533872822,-0.170652700051,0.133104210017,0.00262907557221,-0.0454725083974
-0.0658532706464,-105.254016863,-0.0949923842615,0.244544660771,-0.000120805315637,-0.181340803034
-0.0181808041509,-35.9035470987,-0.0262990803771,0.176083696785,-0.00387247944388,-0.378373738462
0.0296666332493,1.76746281384,-0.0232881248154,-0.0557725389964,-0.00585904228505,-0.405724833205
0.0437776624643,10.3833367828,-0.03566767614,-0.363408356229,-0.00607101195651,-0.203918259596
0.0292767504713,12.363613691,0.000972504615724,-0.466469112757,-0.00650154132634,-0.00699349426699
0.0138691396866,12.1122755091,0.034580704908,-0.376779176739,-0.00681447572733,0.0328279077085
0.00426386973532,16.4632173632,-0.00988968838831,-0.137326064819,-0.0050976842951,0.100342764751
0.000985932463017,9.94014402005,-0.0258144460206,0.0555902579707,-0.00452262135171,0.110574187798
0.00145192921982,-1.74522819271,-0.0210637781689,-0.0646584400758,-0.00472751514788,0.123501744994
-0.00537288259188,1.98325219167,-0.0780157811999,-0.110625711411,-0.00277123493339,0.128197281158
-0.0126465071076,6.24018487102,-0.225282910284,0.0385002747132,0.00182054108417,0.0712740780382
-0.0135933062046,8.1245815484,-0.380738647122,0.271731941596,0.00636834152504,-0.00958076929709
-0.0157990420007,11.7719343748,-0.399998204837,0.409849664941,0.00703519665618,-0.109425408611
-0.00348326321238,2.11591286051,-0.259391998273,0.329498183976,0.00239805093623,-0.109940338333
0.00958233550892,-2.60230991529,-0.0940419429256,0.150517551791,-0.00296741666766,-0.0677523628681
0.00927410351662,6.47234606097,0.0109472241791,0.0907246359085,-0.00595621542414,0.0280646276122
0.0129746451427,7.31117928511,0.02938155642,-0.0243327669828,-0.00664510041671,0.127933184935
0.0113996511043,-0.742123841185,-0.0510208443059,-0.136918962391,-0.00428303003168,0.101883320542
0.0190668928493,-4.14469334509,-0.259904224192,0.0140462760791,0.00142028039852,0.0279741273978
0.0260036986053,-3.11796833043,-0.448030813034,0.272722145485,0.00657209824636,-0.0224857537363
0.00723616032772,-7.17274548235,-0.434207482094,0.409173172427,0.00696050373474,-0.0739248524833
-4.46897313826e-05,-1.45097645714,-0.309695606147,0.3043032242,0.0036920969735,-0.153631416138
0.0139082335469,9.10308416144,-0.226306115131,-0.0473699453386,0.000722809495458,-0.138829005356
0.0307035793733,21.6599997712,-0.14112124641,-0.220283504686,-0.0024122336514,-0.192492133736
0.0558023767853,21.2258587629,-0.0276460081222,0.0767704246985,-0.00677496251723,-0.290906285567
0.0601608716503,21.736598949,0.000111331454291,0.346194361011,-0.00776324604337,-0.0991067266729
0.0699859419583,18.8548233783,-0.0758583492823,0.378462042294,-0.00599745962838,-0.0648540258713
0.0649815851163,15.2544372963,-0.137077133584,0.135652521737,-0.00402549183707,-0.101037906429
0.0272493906223,14.9154082913,-0.0995411232423,-0.0550287005021,-0.00349494436727,-0.127882759689
-0.00909989965498,20.0122581109,-0.00579339282596,0.00787608347961,-0.00462866535272,-0.172254180259
-0.0307201722247,36.1579543122,0.0293704156997,0.0198942904232,-0.00465364265224,-0.221937484982
-0.0190383161103,34.7101639235,0.0362361611181,-0.1770773608,-0.00535928660056,-0.343369110882
-0.00176821102918,13.490570451,0.050924447096,-0.308247352274,-0.00661123915625,-0.0792168622033
0.00390205810362,-2.63311037863,0.104479443376,-0.0984458794711,-0.00846995777294,0.0124632390711
0.00214828157562,-3.49378973813,0.136316377801,-0.0176230205444,-0.00931972347699,-0.157324374087
0.00941433230582,5.64746737491,0.155091452348,0.0114826135111,-0.010137720282,-0.247078219411
0.00496695457092,7.33500086276,0.144802051731,-0.0660618684918,-0.00964230317115,0.173232245119
0.00430150273912,1.45916832241,0.0793239229595,0.047784230044,-0.00774238260854,0.51849667759
0.0181054818163,-1.03988054238,0.0111950515276,0.296665606126,-0.00637264946836,0.374240091993
0.0355891041483,-0.376845508181,-0.00897272387145,0.48000361155,-0.00653611012471,0.311990480692
0.0463332347753,5.13779898632,-0.0299477588508,0.572802837971,-0.00636746055082,0.366044238537
0.0471580903233,7.66927746658,-0.0461568722661,0.424893988916,-0.00592341006031,0.293962094381
0.0451072485623,-2.33836394457,-0.0176028367648,0.179547724515,-0.00670251841365,0.0205873968443
0.0204428237953,1.32924304884,-0.00859448299744,-0.166851167899,-0.00589049718011,0.00604652649644
-0.00551189038718,15.3742470027,-0.00336448678418,-0.248127464847,-0.0048716760044,0.110540504463
-0.0165348037715,14.1364050981,-0.0240103538845,-0.0957459062825,-0.00380633414812,0.095041698649
-0.0113869819218,0.0662926960055,-0.0478437228583,0.194349904263,-0.0033943671686,-0.0192890209339
-0.0127070171859,-9.70232620189,-0.0454236543045,0.336951232684,-0.00344742334995,-0.0550954943883
-0.0113954804136,-1.17734348243,-0.0182835457749,0.258219187568,-0.00425464418354,-0.0759056432578
-0.0220833720022,27.9724654599,-0.0231249513318,0.0564456292121,-0.00353785084522,-0.0372443642909
-0.0303983523588,45.5222746176,-0.0508353903155,-0.143465891482,-0.00230796349609,-0.051796536705
-0.0220693034328,30.1182604172,-0.0266573888088,-0.532882359364,-0.00342750604884,-0.177257581365
-0.00400186989548,6.22660404847,0.0120842316368,-0.67728835268,-0.00268117304375,-0.142435773018
-0.00878088721008,-5.51641356353,0.0686120876846,-0.369704354436,0.0239492085265,0.0129309151021
-0.018424619118,-1.9583382073,0.054425021075,-0.0666031187433,0.0355604910587,0.0602981885143
-0.0183096441905,8.74322613854,-0.00242972789861,0.243397814331,0.0222893132706,0.156411141619
