rms,f0O,wordrateO,freqO,mweO,bottomupO
-0.0942802721279,-137.828894053,-0.170250314675,0.422817101474,-0.00122932759059,-0.139867042992
-0.0941008082445,-137.201577796,-0.169445063484,0.424467187493,-0.00123855759148,-0.141830299435
-0.0788442328777,-114.205134011,-0.146330092233,0.318793818548,-0.00132729122554,-0.188088649914
-0.034090642642,-64.4592182571,-0.11995228826,0.0306375617253,-0.000755216611562,-0.149822105524
0.0349050103731,-30.8993812984,-0.062976221037,-0.0316582023638,-0.00118525528523,-0.13186226942
0.0685495483191,-13.9497942116,0.061259969238,-0.0893394106476,-0.00413148318816,-0.205691412538
0.0518606562451,7.44757090878,0.0827202985809,-0.249694087369,-0.00445172852842,-0.0198159732777
0.0232915162241,26.0505175691,0.0469848981249,-0.208644034774,-0.00328926559494,0.0872416746153
-0.00350623985404,40.3498209667,0.0171408443062,-0.177094463315,-0.00236548460146,0.0652880213011
-0.0198414075748,46.6603106442,-0.0499701713477,-0.133532257825,-0.000455900380103,-0.0201158742747
-0.0213627698694,30.4450396608,-0.024620872897,-0.170502934239,-0.00150843519937,-0.0895258313886
-0.0156543863976,7.64610884292,0.00974223308007,-0.285355816912,-0.00289115804965,-0.10947713994
-0.0165650875017,-4.90735856807,0.00540483919103,-0.407189245606,-0.00302123629839,-0.107276305636
-0.00210230709234,-10.2059880564,-0.0264970524922,-0.447812188268,-0.00210448155127,-0.0652125706907
0.00806339214406,-12.6185119446,-0.0132713240167,-0.334829653807,-0.00245000816825,0.00082606045659
-0.00237718362434,-10.2853906657,0.0394430423425,-0.134789130458,-0.00398685208603,0.037581856099
0.00248031054806,-3.49926854698,0.0274308582998,0.00113536590158,-0.00347371204238,0.0110679635307
0.000450682381756,4.38845559956,-0.0558852565334,-0.0691539016357,-0.000960731216989,0.0285035958248
0.00962990347606,6.46428278616,-0.166663976978,-0.0591063203056,0.00230725921009,-0.041652787345
0.0486462060111,-1.88724429754,-0.302196294738,0.0263535973766,0.00630658206802,-0.0874519617377
0.0637964321641,-8.01054242417,-0.402739957735,0.0545824996852,0.00916811327301,-0.0884598791047
0.0354848670021,2.37466394909,-0.409777821533,0.036505824289,0.00935352238926,-0.0191774711744
-0.000719377610444,20.6082160991,-0.329182061238,-0.0843118340386,0.00713527416681,0.0596006238729
-0.0197847959004,28.3917780413,-0.268402705253,0.0396895042439,0.00540897166505,0.109098105241
-0.00421085873504,21.0714743653,-0.256868783688,0.27425743805,0.00507152004584,0.0820059755186
0.00719775840506,5.7246158619,-0.150589523184,0.394443802864,0.0166158273444,0.0496190874336
0.00903413541806,-8.64121224499,0.0382059970221,0.3533561156,0.0370838503638,0.0949466621387
0.00953755914606,-21.7434099722,0.140908384673,-0.057756033051,0.0285094398022,0.13045838184
-0.00394689327494,-25.5314463242,0.127814042336,-0.402159790912,0.0111742293354,0.0747735515488
0.00687998523406,-14.8749794315,0.00427577346282,-0.412134451524,0.00245500767577,0.0618503977917
0.00929200530106,-2.19462370675,-0.0252267190165,-0.393618988023,-0.00283099667432,0.0264790043769
-0.00936359299394,5.70477867676,0.0878404129454,-0.272717562988,-0.00854769500612,-0.00634416936916
-0.0299679878968,5.45582947061,0.186238194087,-0.136049657007,-0.011756198947,0.10580081562
-0.0425234274542,7.59288548078,0.150914375931,-0.229883960166,-0.00997309638994,0.0989932965877
-0.0136409777885,-3.16254329668,0.0742942559674,-0.103069708738,-0.00673399801432,-0.0670257858736
0.0290832728231,-22.451228245,0.0768124428614,0.162225573696,-0.0060320178567,-0.269911460618
0.0298364376661,-18.6352950446,0.0559599193836,0.0733156970729,-0.00484742837293,-0.275586113774
0.00890385798906,-6.45328840095,0.0844594172142,-0.0414712117333,-0.00531396301462,-0.313386817021
-0.0100151131852,-1.0284676712,0.0977658354807,-0.151562062285,-0.00560857526665,-0.130725581618
-0.0238460792369,1.08805822145,0.110130923955,-0.252875003406,-0.00597424820715,0.179572996909
-0.016621545757,1.08240693379,0.0671410938011,-0.342824419503,-0.00466292052458,0.166229459659
-0.00747101563624,-2.0127907047,0.0505647249229,-0.354944647187,-0.00418063037298,0.0464113352209
-0.00777485150844,-7.20862809522,0.102109127855,-0.422210021839,-0.00575359023598,-0.0688861772883
-0.0239203014249,-9.97226932342,0.139682555521,-0.340241069702,-0.00700333291384,-0.0556765619395
-0.0372215736944,-7.51510277525,0.151749872718,-0.130817116902,-0.0074018150241,0.0259849762021
-0.0367846375429,-9.43518300188,0.09636890998,0.0514099429278,-0.00585830659348,0.155215204695
-0.0201385806058,-8.82680096201,0.0177526022319,0.278895018347,-0.00347768551128,0.139765510865
-0.00417274318464,-4.57946708482,-0.0524262554634,0.463154222439,-0.00127123322568,0.0456814971301
0.0319218767521,-4.77214723881,-0.179750932384,0.359691750301,0.00263191126136,-0.00784249532703
0.0317768183911,17.177698361,-0.237564219008,0.153224256047,0.00470912490668,-0.0239831905851
0.0193635796181,24.4361968714,-0.153783897662,-0.0229493404894,0.00236867718182,-0.197153580493
0.00300247029046,14.3380779549,-0.0552560740986,-0.0151275143703,-0.00076345310081,-0.279376616944
0.000184571573456,2.44290376669,-0.0253216227129,-0.0161241963843,-0.00187179111523,-0.178470393827
-0.0120471567661,11.5944705985,-0.0141303519803,-0.120773971723,-0.00210552870876,0.105892790988
-0.0153721380827,24.0749815393,-0.112626650343,-0.175394783054,0.000920144344255,0.268684942173
-0.00181808835954,11.6997916615,-0.161958791041,-0.0412561061397,0.00218745211434,0.154136860866
-0.0127826695312,12.0136830777,-0.184229444044,-0.0798570627053,0.00274326616314,0.0616344523095
-0.00626741109444,13.7169203909,-0.160031807389,-0.0376009265963,0.00213774084162,-0.0599451728019
0.0120347932531,3.15660499788,-0.102272931375,-0.238124754702,0.000426344628082,-0.0924957945058
0.0106276912371,-1.51766062738,-0.0885270298663,-0.320712246725,-6.79999708211e-05,-0.0409675726064
-0.00161680252454,-5.3021151519,-0.00963403209021,-0.0298307824396,-0.00248483052324,0.0094194248886
-0.0116463162634,-4.58579698028,-0.0330350180272,0.0755194041078,-0.00188167007342,0.126694115125
0.000823288424756,5.7180769329,-0.142320753411,0.152520014621,0.00153088506096,0.19769101471
0.00444133109476,11.0726133706,-0.114782926061,0.329219162341,0.000879499924799,0.216524493948
