rms,f0O,wordrateO,freqO,mweO,bottomupO
-0.108166785869,-140.728069381,-0.161347628144,0.128110302591,-0.00453447207663,-0.114888601591
-0.10657121171,-139.449569896,-0.163741364278,0.136890079887,-0.00471927889096,-0.114257689368
-0.0762751367182,-113.155244482,-0.140727296825,0.174120199023,-0.00758917652082,-0.104400459042
-0.0211659498396,-48.6173497967,-0.0506053201616,0.189295043521,-0.0107027061785,-0.0998089609767
0.0136865807123,5.50466963555,0.0267823099831,0.162979332644,-0.0111046135084,-0.221497548071
0.0271361465813,14.6462864559,0.0405109068126,-0.111453354133,-0.0098918966129,-0.296593472059
0.0136851621663,21.1924524513,-0.0296016848258,-0.311652447333,0.0214045065398,-0.142308027686
0.00905260569328,23.6912585161,-0.0711717084668,-0.480405526121,0.0541631077587,-0.0777019264431
0.0106059599623,6.93725710555,-0.0725633895558,-0.492819967286,0.0579631615473,-0.0191366530748
-0.0128974008597,-5.47783427888,-0.0322902369622,-0.237608667628,0.0354265779987,0.0656099684701
-0.0293562803181,-5.39705548368,-0.0245846843099,0.0388264721936,0.0150216011276,0.0262629834879
-0.0118776951033,-1.29846796288,-0.072246367622,-0.157117039025,0.0245490261722,-0.100231847334
0.00709651257728,-1.92871495769,-0.104700728809,-0.480798827678,0.0247278785018,-0.0898259201621
0.0220315760023,-4.51147772644,-0.0676414818914,-0.323588143801,0.00531509413699,0.017839190447
0.0184797622343,-3.85064447827,0.0341767452099,-0.1362553294,-0.00805282952318,0.0355332152979
-0.00589391150372,8.05146920049,0.0774254138956,-0.26439700739,-0.00908269994493,0.0980227977428
-0.00454211396972,22.1663124049,0.0817374974364,-0.0498662629343,-0.010305487844,0.0206191455955
0.0152805002873,17.9178334358,0.0894435598479,0.207251126079,-0.0146242550132,-0.0120876660612
0.0243215774323,8.37382821663,0.0783627871166,0.112925769349,-0.0164097632444,-0.0357472181536
0.0176521691763,-1.02233585836,0.0740853770803,-0.171496666296,-0.0140681404545,-0.0407765011652
