rms,f0_o,wordrate_o,freq_o,mwe_o,bottomup_o
-0.09564406247915314,-148.30918614860175,-0.21829415245038836,0.631344623093871,0.0013416974702338484,-0.10074920071839068
-0.09501221149761914,-147.30686636802523,-0.21799805759717594,0.6337249160909249,0.0012989056986954662,-0.10243765145573513
-0.07745242124915314,-120.80143708465931,-0.18188827050366174,0.4900029019691926,0.000385695473162849,-0.16302951809027177
-0.03616793717565314,-62.787204484655305,-0.049697102675386795,-0.06936888959300802,-0.0012600107168716328,-0.2578647134050527
0.0022707478138468684,-11.517165003116446,0.043073661890837944,-0.43296321210778066,-0.003022975678561239,-0.24530703926733088
0.04694575005184687,3.361617840452908,0.056287339152071514,-0.6557944799145674,-0.00519719626926204,-0.20220010500457497
0.04749138042284687,9.805574555819703,-0.022889030585856618,-0.5924647542772967,-0.0060490249957521145,0.08790254854380652
0.010076353213846867,14.749574751860479,-0.06280980916008233,-0.25422268616953714,-0.004777286554421897,0.23445520162500066
-0.01705890143695314,9.459391156095421,0.020388922986058766,-0.25118968358576454,-0.0026879682804683514,0.15406089688598001
-0.03300072474315313,4.637006189800303,0.08975055282696659,-0.17466591631224304,-0.0012458334858897583,0.11192574739763961
-0.01903065949355312,-7.140160755539341,0.11008692843890372,-0.07757582199144508,-0.0015077645514373827,0.03120263363955833
-0.004795083056253147,-8.501900147334936,0.12387277046887746,0.0402034746784512,-0.0020129535542376354,-0.012349052908228408
-0.009170466834253141,-13.41515442029521,0.11828721488915372,-0.020548995679045223,-0.0017821880140428056,-0.003066360146330105
-0.027941695376253142,-26.114987868403887,0.1486927686321688,0.05296250260141111,-0.0004351828516351208,0.026797989696951907
-0.037368289449953136,-19.289132127949102,0.1602731805696711,0.2097386317344574,-9.661019185825672e-06,-0.011075130193611171
-0.03667474565045314,-6.078718419971295,0.16601216496537818,0.2793130469798477,-0.0002066962076598814,-0.06290830980512352
