"f0","freq","leftcorner","rms","mwe","wordrate"
0.0,0.0,0.0,0.0,0.0,0.0
2.24841602415,0.0324978997449,0.00685595508409,0.00154688853793,0.0,0.00380956202066
42.5121754851,0.702684122901,0.177443493183,0.0257275194109,0.0,0.101062359025
116.668422174,2.10766599649,0.558567712794,0.066048753,0.0,0.303474930314
168.50877151,3.63198443546,0.894777029831,0.0845097694377,0.0,0.499027980741
197.14453009,4.06967005613,1.04464993342,0.0848771354973,0.0,0.564385400131
211.641591488,3.52870364657,1.07189840884,0.0968344969624,0.0,0.531644066441
211.866391366,4.08200861946,1.25110645419,0.125279280668,0.0,0.596252663537
212.091373057,4.09327451088,1.19294648045,0.14231612823,0.0,0.581440329294
210.668514447,3.41959916854,0.955232754664,0.11775366249,0.0,0.482044259422
214.108488329,2.74585089263,0.874720742737,0.0919967217679,0.0,0.434219722468
205.079073793,2.2798895896,0.875306780944,0.0845499930843,0.0,0.42116692607
185.693459844,2.07204664971,0.865909115528,0.0679478512519,0.0,0.396922988023
188.827803323,1.90590756568,0.869074864421,0.0662518319313,0.0,0.357140614132
205.118266436,1.94231974677,0.94316756626,0.0801549820431,0.0,0.344346860931
208.7753304,2.14795609226,0.969751013202,0.0943115858527,0.0,0.348156017647
211.455545567,2.31397056513,0.90947495419,0.106317205375,0.0,0.355057637974
214.637845627,2.7812293232,0.891268708896,0.106299997116,0.0,0.382519789272
202.456192867,3.63570039384,0.94644038275,0.109271481243,0.0,0.45469669095
188.171078134,4.11639070662,1.00489012049,0.124028091305,0.0,0.522826330606
178.209505065,4.15181959288,1.18223074447,0.122979738621,0.0,0.555517850208
180.292338262,4.02951956901,1.25799878793,0.13042024723,0.0,0.559983561238
184.777727995,4.18644901061,1.30016296682,0.127808263497,0.0,0.602419428926
187.963356756,4.2404478788,1.2738926857,0.118967715231,0.00642920542874,0.608193877182
186.740876165,4.24817135565,1.21609182153,0.103364123545,0.0359636076437,0.597614119631
180.879645006,3.99227561322,1.14108696306,0.0825461936603,0.0397635936668,0.541198076498
194.71194837,3.31525544875,0.996391158118,0.0829741889998,0.0230672565317,0.447742146562
203.718123928,3.16156998997,0.914000189114,0.0754303408664,0.00847739141704,0.426945393807
189.776286559,3.87341073082,1.07142187256,0.0703610834046,0.000480160097762,0.517693296801
176.874616034,4.574348809,1.26223395657,0.0927924905776,-0.00298980707007,0.597716441673
176.705628901,5.28925234928,1.40221673777,0.110503190479,-0.00377213714985,0.679778527301
182.224793182,5.30124469145,1.36780399909,0.119325952534,-0.00315388711591,0.692536187961
187.33018045,4.73182258859,1.29337683512,0.123185645495,-0.00210841059978,0.651404446736
201.700599552,3.35920998027,1.09532382252,0.0982913323851,-0.00119816972669,0.5172452825
218.074155114,2.04137655916,0.765523161488,0.0729098616445,-0.00059825234454,0.332907378673
226.131136229,1.93262712917,0.670960881915,0.0806658750072,-0.0002683491005,0.298560392637
219.380482105,2.39068030224,0.811089463158,0.103157069598,-0.000109928202639,0.384453909315
212.333914938,3.06490769079,0.939228910343,0.110751378216,-4.16541268636e-05,0.448329020697
213.029405037,3.11094050652,1.00238347479,0.119953275431,0.0,0.457312536705
217.793474355,2.84474384094,1.10618363967,0.13597769809,0.0,0.467433193925
213.388087109,2.90958912124,1.24909628652,0.129842060038,0.0,0.482315372642
200.494973335,2.74875404176,1.23155610478,0.11063363491,0.0,0.4743809672
181.203542908,2.4713872834,1.05948993888,0.0895820116041,0.0,0.433320092111
187.800289976,2.75551096505,0.934152586312,0.106089313808,0.0,0.416743228799
192.527203332,3.1759896963,0.888110504652,0.125899712924,0.0,0.418069459277
190.077724312,3.54500630183,0.983365078385,0.131114397478,0.0,0.482573595243
182.472163824,3.42653414188,0.962049241331,0.114003193593,0.0,0.492101493745
172.955475933,2.96646924927,0.823833107028,0.0965298066444,0.0,0.4613671962
