"f0","freq","leftcorner","rms","mwe","wordrate"
0.0,0.0,0.0,0.0,0.0,0.0
2.52071449096,0.0446999847952,0.0135625099784,0.00239589991308,0.0,0.00600593128811
49.3166482375,0.735237907927,0.212979202565,0.0293009708979,0.0,0.0984088335485
136.601699531,1.81184196507,0.520300079411,0.0554923755209,0.0,0.251501116633
200.851982699,2.43693407255,0.747998354106,0.06779781492,0.0,0.355457010816
231.387941245,3.01271659535,1.0426974463,0.0975658451269,0.0,0.470662674448
232.765555321,3.2591704148,1.32062820176,0.124025042781,0.0,0.550385249248
221.105172321,3.45326684928,1.40658145814,0.148559513038,0.0,0.55627158085
212.711285036,4.15190480097,1.32373998164,0.179900642991,0.0,0.566916500961
213.387141817,4.13240352312,1.14799120977,0.183900518163,0.0,0.525405225103
210.459947199,3.8466669061,1.05225815167,0.162604133008,0.00155120742822,0.49521410486
198.292750327,3.83300330336,1.04631640259,0.125396439181,0.0278643066782,0.518768049262
185.997869026,3.20616695993,0.962406682376,0.105553517368,0.042153656162,0.489059594163
181.260252242,2.49199243036,0.933566649751,0.119583089534,0.0284918851337,0.439388345513
196.859419043,2.32643349798,0.971863756059,0.13446391526,0.0121215476224,0.429339840512
218.301848396,3.19255199681,1.03779559738,0.141798376635,0.00229684360602,0.477279287372
224.121403472,4.03049095688,1.11551683927,0.129072309126,-0.00229906861856,0.514954585157
212.728514274,3.95352213867,1.12296406349,0.101648706362,-0.00373726484803,0.470513371968
198.682178203,3.61314634639,1.02449855096,0.0981803447616,-0.00342150242602,0.44007208928
194.41769387,3.8437852479,1.06910863215,0.100944213114,-0.0024248291967,0.490205680176
196.855606203,4.34192376558,1.24323221162,0.10727511733,-0.00144072363992,0.571550226875
199.156826864,4.39482671959,1.29473117389,0.134358407523,0.00199369590693,0.605003322143
190.937864896,3.83064652899,1.15414218851,0.135999542726,0.0305039130417,0.562369708132
183.859631428,3.69537010304,1.08582315277,0.125979463287,0.0414763762409,0.544522117755
185.064462275,3.97415273557,1.06403538533,0.120685282212,0.0266098827411,0.555902240405
186.943347725,4.25807060896,1.01107740584,0.119817883853,0.01081490036,0.535387191688
182.490424114,4.55193370888,1.03265980081,0.104042874002,0.0133600226679,0.549099612832
166.949151147,3.67662269654,0.841094037535,0.0785442270845,0.0370974733451,0.459181412635
165.271366074,3.05074404632,0.653726654674,0.0651897827246,0.0333182324191,0.378739835129
177.491670507,2.94905328023,0.640327274213,0.0740579030541,0.0162895028401,0.374254595718
179.137410998,3.41946705317,0.797705143784,0.0961821397894,0.00408043032732,0.446664244619
179.847470881,4.0568309554,1.04786069821,0.1168405539,-0.0018612972526,0.536160731745
183.240605901,4.66222014221,1.30006787495,0.134236875205,-0.00400918876039,0.602654095808
183.483884967,4.94270885176,1.42337579747,0.141719860676,-0.00373560721726,0.638672442695
174.191351423,4.32227844495,1.31569305412,0.123398642985,0.018293843214,0.599726915017
169.919840488,3.38545673148,1.07956970306,0.106639428827,0.0403044265046,0.487870461869
177.223699417,3.35562387915,1.06211316994,0.0908867992512,0.0310358817211,0.46539383164
182.228722418,3.35011161469,1.04317477593,0.0873831407175,0.0144005293917,0.470223037012
188.769111359,3.51123503699,1.05989125585,0.0933387836106,0.00353713026547,0.49753417191
188.35732732,3.20716011209,1.00301216909,0.0871709468629,-0.00177724433194,0.446794726073
192.432397233,2.81811495588,0.950698465725,0.0833261466485,-0.00366330190234,0.385891409319
194.715005297,2.91730265418,0.964536219939,0.082971780594,-0.00356893933566,0.410503667078
191.03905568,3.59267342805,1.08605329053,0.0872531283442,-0.00263891266468,0.497917160499
195.569564827,4.33960640431,1.17326987226,0.087996631842,-0.00161809884993,0.5615960422
203.198517407,4.05473004952,1.08627132328,0.0836066138306,-0.000859109998692,0.510720124113
209.305043973,3.68005445298,1.03368194823,0.085863886079,-0.000405620249094,0.475884762543
212.231905277,3.47401696041,0.984489550619,0.0824827751722,-0.000173561429143,0.452976702557
204.528681004,3.47089010102,0.930149252827,0.0840792935774,-6.82837199267e-05,0.427361132988
198.411828989,3.37075411423,0.884016498749,0.101008360358,-2.49835184281e-05,0.421714995608
195.743885633,3.32664103784,0.892841902143,0.116743307556,0.0,0.441707883494
185.252954284,3.5240356659,1.01261332055,0.111923801962,0.0,0.458596541472
186.990175966,3.89905113071,1.06319897879,0.102967897643,0.0,0.480071558054
198.44771741,3.73148942206,1.0241623537,0.102741573974,0.0,0.47108235652
196.583539517,3.51520951148,0.957495391724,0.0993563137707,0.0,0.437717763683
192.815960296,3.06613160205,0.887565835242,0.0938391615507,0.0,0.39705317728
193.091964452,3.34759343632,0.958977900778,0.0989696405449,0.0,0.457407286417
192.831200378,3.33450729233,0.936085737001,0.0958268273153,0.0,0.461747677737
195.297639121,2.64779910364,0.834438382629,0.0776574504757,0.0,0.390823672071
204.679470263,2.11981309843,0.794798892854,0.0781741572505,0.0,0.335836178344
204.44596448,2.34761603155,0.925184957958,0.103058296137,0.0,0.375257435085
193.123502042,2.81812645077,1.09217691244,0.109825633374,0.0,0.447164570835
194.686042616,3.66778158809,1.27886028756,0.114805578306,0.0,0.530927944945
191.227264722,4.36947491414,1.40739302538,0.11651506173,0.0,0.613780504877
184.389911758,4.0591089129,1.3282841234,0.102009121005,0.0,0.597633718168
184.738537426,3.5091409942,1.17025425522,0.100243432828,0.0,0.542813463396
185.006826049,3.06875021139,1.06574865056,0.110999681752,0.0,0.489263057415
