"f0","freq","leftcorner", "rms","mwe","wordrate"
0.0,0.0,0.0,0.0,0.0,0.0
1.26554158006,0.0296476100242,0.0099520265678,0.000679677132306,0.0,0.00360624903825
39.7537407785,0.732942809282,0.229817808882,0.0232828692061,0.0,0.0994845421946
122.979771618,1.76888616069,0.566033803697,0.0619063551465,0.0,0.266809387581
194.789090415,1.85197936163,0.590940870917,0.0821087600336,0.0,0.315087676399
227.939576298,1.49880688197,0.43189828045,0.0929004470547,0.0,0.277918065908
234.100765689,1.30302682548,0.355652552281,0.0902284117004,0.0,0.235721168688
234.700615652,1.70200765299,0.559441801339,0.0766125451672,0.0,0.280759121805
218.880087929,2.64247011169,0.946264676943,0.0668584122265,0.0,0.409463404286
211.662422483,3.30720443475,1.09493977611,0.060092570162,0.0,0.480081024929
210.868253237,3.55745875234,1.10015359631,0.0659728902372,0.0,0.511797185779
210.344839073,3.46175953305,1.1046420717,0.086664914821,0.0,0.531320656404
207.324385178,2.91300187622,0.97390894722,0.100315469173,0.0,0.495782381302
198.154884415,2.08783197691,0.81593115333,0.0875323365068,0.0,0.421083070674
187.530068799,1.84299965664,0.82970234846,0.0694275694698,0.0,0.379974706097
184.233185576,2.74301717692,1.09175870635,0.0603830080893,0.0,0.481594687778
186.573974155,3.58229474013,1.1640159304,0.0609732446218,0.0,0.555749446296
194.020425198,3.50362085896,1.05831790632,0.0606566127817,0.0,0.524043649851
207.642699092,3.70105992146,1.10935391915,0.0656333304154,0.0,0.524678650309
219.872356914,3.8648520385,1.12535017662,0.0784889637147,0.0,0.507800560267
229.631392527,3.89245401875,1.06386543907,0.0914383088996,0.0,0.497632991838
227.14415841,3.69532010259,0.99847608595,0.0942894699853,0.0,0.503211032892
220.587566377,3.2920444953,0.961971976308,0.0802856306097,0.0,0.484315636805
213.563718863,3.51369134321,1.06199516334,0.0766063760733,0.0,0.505254300756
204.570613468,4.31462573487,1.27313054544,0.0841608570847,0.0,0.586855734921
191.6471095,4.37616493548,1.29116059371,0.0854648226124,0.0,0.592488243014
179.563250257,3.59119520729,1.09843279016,0.0778052699432,0.0,0.491300952858
185.626604631,3.51403624473,1.02956573444,0.0736284152206,0.0,0.479301492079
200.943343182,3.644405029,1.06279911186,0.0812766113466,0.0,0.503767874005
199.382052212,3.30939229149,1.00805904333,0.0917027018249,0.0,0.508168444436
196.796829471,2.36722594524,0.838237661116,0.0966089996892,0.0,0.44400656175
195.291726968,2.13538508251,0.79210928869,0.0950543217892,0.0,0.403771909406
187.523570259,2.45260796215,0.924054227465,0.0881826744009,0.0,0.418813710478
178.965232435,2.98386063223,1.09384868838,0.0865730732917,0.0,0.485348317556
164.711482148,3.51097853475,1.20401826163,0.0756565444385,0.0,0.546433091159
157.217560431,4.03740468632,1.27338321424,0.076993888797,0.0,0.56871748121
167.789169665,3.97095910388,1.14417376925,0.074168415526,0.0,0.508513359527
178.352979802,3.27805846515,0.928855823325,0.0677691538031,0.0,0.435159101409
199.213516914,2.7016533536,0.783031821539,0.0728752926193,0.0,0.39817317406
217.171074258,2.70952959678,0.79053003817,0.0827958890534,0.0,0.401969758814
209.238714793,2.835733117,0.891587963117,0.0801301347686,0.0,0.412305860973
187.635392668,3.47027424832,1.1254605092,0.0812934484525,0.0,0.490271292175
177.686054232,3.8708890387,1.24538221994,0.0965436901313,0.0,0.545083674465
177.626585061,3.47116472884,1.20932955975,0.107604403212,0.0,0.516631272265
182.16617327,3.16064599309,1.26218078531,0.0987526545827,0.0,0.510762700407
191.50650418,3.08581678848,1.2644601415,0.0776900489625,0.0,0.503991591942
208.247382082,3.36559310944,1.2134185723,0.0691923439702,0.0,0.500455253135
210.576023623,3.49564626119,1.17878111747,0.0577689301962,0.0,0.506570403451
201.674355137,2.44836277952,1.08911349583,0.0678942031442,0.0,0.424750880769
194.213668756,1.66313643167,1.00950242179,0.0922396868688,0.0,0.349896608846
202.913504612,1.53301661491,0.842674454155,0.135314697314,0.0,0.292970329307
205.191228197,1.92830940461,0.77102276095,0.143738272443,0.0,0.312853933756
199.418648109,2.47364957883,0.761651453195,0.11049235018,0.0,0.351682386149
198.648422703,2.65002164285,0.77647981995,0.0810882633275,0.0,0.385474134623
211.439254591,2.23992079008,0.738860586087,0.0830122328002,0.0,0.385941422758
217.945943923,2.02659772131,0.763786630533,0.076573345584,0.0,0.395045894319
214.398922733,2.15871967314,0.864227870791,0.073326541057,0.0,0.41486450157
204.638206902,2.16733492579,0.906457652497,0.0779746139351,0.0,0.425062286775
202.570950676,2.51164563503,0.920101338034,0.0758278877592,0.0,0.43379489576
207.402170955,2.90212624899,0.945200687951,0.0679467885675,0.0,0.450628532932
211.497458137,2.64722414984,0.823264916116,0.067547770052,0.0,0.391615551022
198.637921982,2.74261137135,0.810916043543,0.0707398345991,0.0,0.383636123006
192.252134454,3.39144312889,0.96899420132,0.0778622307391,0.0,0.466454709903
187.302836198,3.86774385734,1.01503958508,0.0843167184254,0.0,0.519297519683
178.810091177,4.22751916323,1.02982556122,0.0795245349835,0.0,0.553699656592
179.142867281,4.84398935121,1.1469566413,0.0718782650901,0.0,0.619579705751
186.042293107,4.7062704984,1.15977767869,0.0585051221342,0.0,0.602739530241
191.170494934,4.03988288932,1.0629104489,0.0519278013482,0.0,0.531867408203
195.773897954,3.01287632289,0.952179025075,0.0521025786897,0.0,0.446669920883
200.226540203,2.69958367987,1.01090311205,0.0618288569653,0.0,0.441290604717
199.246498786,2.53705885796,1.04666910745,0.0841313757245,0.0,0.441084762356
186.018324599,2.50391351164,0.99547456558,0.0890404507268,0.0,0.449158301322
175.178981721,2.66657791468,0.908900131899,0.0745117636788,0.0,0.465014013157
176.465697744,2.69322784139,0.882096385143,0.063263841669,0.0,0.457501316104
