hrf,deriv
0.0,0.0
0.000888738267035,0.00213059660283
0.0179426725273,0.0152257772338
0.0656151390228,0.028509786656
0.113462576423,0.016277940217
0.127573605638,-0.00117426574967
0.113072693645,-0.00855025988367
0.0976650828603,-0.00802652256707
0.088059812909,-0.00279565497007
0.0847818756367,-0.000646297412141
0.0852478723935,-0.000474572167798
0.0784230605818,-0.00408706607643
0.0711494360661,-0.00277987744157
0.0702026369691,-0.000985647061389
0.067996901173,0.000526199504415
0.0803126799613,0.0101665142175
0.0933782786826,0.00232586402828
0.0930700466903,-0.00103216199281
0.0967705883164,0.0019013453239
0.095195594278,-0.000846278918429
0.102862836023,0.00701275870796
0.109799641779,-0.00339411027768
0.0910321035014,-0.0116392065987
0.0837512534423,0.00549156273165
0.0977041767206,0.00575219138141
0.114499522547,0.0127220671407
0.139598319959,0.00739278656573
0.143956814824,0.000924288111464
0.153781885132,0.00672695965664
0.14877752829,-0.0132659805823
0.111045333796,-0.020480794401
0.0746960435187,-0.0157306101434
0.053075770949,-0.00387940507946
0.0647576270634,0.0105316213827
0.0820277321445,0.00667074215084
0.0876980012773,-0.00143757445168
0.0859442247493,0.00200559452787
0.0932102754795,0.00206840687569
0.0887628977446,-0.00325477248211
0.0880974459128,0.00372588392268
0.10190142499,0.00824297182399
0.119385047322,0.00898650049628
0.130129177949,0.000149267407083
0.130954033497,0.00215396998508
0.128903191736,-0.00584729904697
0.104238766969,-0.0163410563073
0.0782840527865,-0.00970834622097
0.0672611394022,0.000871397849433
0.0724089612519,-0.000421598702326
0.0710889259878,0.00151575545714
0.0724004627601,-0.00207090034254
0.0617125711715,-0.00605554470357
0.0533975908149,-0.00234809606949
0.0617266397409,0.0109295347251
0.0797940732782,0.00324535738955
0.0750150559636,-0.0048784092661
0.0653713240557,-0.00315427408516
0.0654862989832,0.0034343314831
0.0763862110535,0.00483645584383
0.0764031642829,-0.0039979457199
0.0726507012003,0.0012011133766
0.085203691843,0.0099829009709
0.0957704881492,-0.00221058997914
0.0803649749981,-0.00985322216136
0.0656885879158,-0.00366381580237
0.0649805446187,0.00395835809902
0.0793277495124,0.00868902749762
0.091701982271,0.00149109047796
0.0827946247943,-0.0067928339603
0.0775445632963,-0.0006088514051
0.076292455845,-0.00162328842509
0.0751038038207,0.00328386401278
0.0838945096811,0.00129262645535
0.0727340015272,-0.00955604435013
0.0562234289335,-0.00583284172958
0.0482246095522,-0.00320797607005
0.0519446897513,0.00797364308431
0.0727992532651,0.00865351150659
0.0815965322929,0.000875764666966
0.0786710836335,-0.00359112084457
0.0698460130294,-0.00404285973533
0.0724746572852,0.0050974658507
0.0803537676021,0.00449030246272
0.094282000998,0.00597813504098
0.0962737370174,-0.00325354821146
0.0824812168254,-0.00918343488235
0.0826721022093,0.0104934066902
0.104041030483,0.00755357404524
0.109119138241,-0.00214527899736
0.105252259219,-0.00184174494469
0.0961111178123,-0.00717284547831
0.0839685959077,-0.0047096534034
0.0716856405239,-0.00607382456303
0.0650768709926,-0.00181517025279
0.071596264529,0.00925740673834
0.0888714414282,0.00443843483859
0.0857063321988,-0.00688490916737
0.0713921886904,-0.00418342134665
0.0645391311756,-0.00295259026704
0.0652285749638,0.00184946233884
0.0644287387269,-0.00329599775633
0.0522710477991,-0.00545534480656
0.0575064290243,0.00743182802455
0.0726412469923,0.00643426829483
0.0752413465595,-0.00184492451721
0.0815666274267,0.00570040124404
0.0796536631388,-0.00823155121762
0.057441729315,-0.00931297862811
0.0468075132745,-0.00268991296
0.043121612436,-0.00153519433967
0.0400717833915,-0.00136825605306
0.0400284518429,0.000330754726134
0.038816881539,-0.00101012674184
