hrf,deriv
0.0,0.0
0.00371558397467,0.0113974320699
0.116764792372,0.0945513321496
0.351124309047,0.122022244418
0.564262108117,0.091425078679
0.815536041178,0.141109455497
1.09505761889,0.134702314604
1.22368947253,-0.0135645766866
1.11754893652,-0.0656014307623
1.05691055569,0.0345632770479
1.18097575128,0.0354576054595
1.09625622088,-0.0988960499343
0.897060643195,-0.0553826422404
1.19821742481,0.268105444364
1.54106663514,0.0718346573977
1.55314211347,-0.030790965916
1.4453335988,-0.0892094288364
1.10147127678,-0.244813572868
0.593750403463,-0.21420581533
0.345433763272,-0.0327653721481
0.474437897574,0.124101242951
0.611413913117,-0.0199895555344
0.43476040039,-0.093795003895
0.417796198743,0.064958897967
0.551905792633,0.0371068877837
0.661410840421,0.0824216169168
0.822315105986,0.0568278796195
0.887565604477,0.00402534116336
0.874784298352,0.00262381943215
0.915204620759,0.0423185809407
1.05346175473,0.0777222775355
1.0970097094,-0.0394173373319
0.902231690723,-0.148603018995
0.56342487109,-0.153554099148
0.438716466359,0.042734302631
0.653214679043,0.107703963456
0.840849612519,0.0820650583744
0.915963823814,-0.0151398307088
0.756734604564,-0.106858451862
0.702177442523,0.0323277919482
0.790106435327,0.0371291093914
0.837454373598,0.0207630501795
0.802412213987,-0.076006785621
0.671070393366,0.0151212628118
0.887942808921,0.138797508848
1.0690701563,0.0403139504706
1.13738335635,0.0575464088531
1.27901765744,0.0734807037117
1.42100420235,0.0572461023413
1.48302100821,0.00377038648968
1.44423912556,-0.0511327110821
1.26590231352,-0.0953526595535
1.23221686137,0.0597747422232
1.43010505946,0.0894797195092
1.47185912178,-0.0554621795815
1.32204276617,-0.032033843672
1.32877093407,0.00252999150019
1.2421188938,-0.100336662757
0.967282032473,-0.142589123073
0.746714662972,-0.0530204912926
0.77875696064,0.0417541155329
0.962363833973,0.161554890086
1.3264468039,0.127723980979
1.36437309384,-0.0443968793818
1.253042073,-0.0452188698907
1.16355378489,-0.0560064142903
1.02053645062,-0.0698481337761
1.03419128523,0.129400775111
1.40897533216,0.164496046862
1.48553515959,-0.0775179875082
1.32241990797,-0.0318615209679
1.29420734048,-0.013875869434
1.27838284177,-0.023040415676
1.1141697329,-0.131359915736
0.779170006942,-0.193684675154
0.437193394876,-0.108769223882
0.470025248862,0.12437797422
0.843245426277,0.219079656536
1.20725899987,0.10061299608
1.24006699164,-0.0272000765081
1.13712927417,-0.0555537912742
1.14022568639,0.0528439091944
1.25656949467,0.0242127937394
