"bottomup","f0","freq","rms","mwe","wordrate"
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.00371558397467,0.642229460513,0.0172109465049,0.00526735142891,0.0,0.000481484033024,0.00185807200035
0.116764792372,32.8071672836,0.502656064995,0.157576773142,0.0,0.0185633163519,0.067199119384
0.351124309047,107.833445688,1.6255103359,0.431736444147,0.0,0.0540560668517,0.230440451498
0.564262108117,171.644345034,2.78640132515,0.676605929837,0.0,0.0841207532032,0.399983358639
0.815536041178,201.217741652,3.45006612842,0.883951984945,0.0,0.100199570873,0.501226671987
1.09505761889,208.121779545,3.81828138836,1.03968760014,0.0,0.0980214215808,0.529113342037
1.22368947253,213.35427019,4.26007844699,1.22460522156,0.0,0.109481584678,0.572383086321
1.11754893652,212.430168216,4.1380107963,1.25563858286,0.0,0.126855412348,0.601770390051
1.05691055569,195.523079266,3.49847499817,1.15700011616,0.00642920542874,0.112079778088,0.577989955543
1.18097575128,177.197117133,3.00125290587,1.12525735209,0.0359636076437,0.0969888345975,0.527800144785
1.09625622088,175.218613333,2.95514728238,1.12744532671,0.0397635936668,0.107029754245,0.497836683073
0.897060643195,177.694447478,3.24047946572,1.1204848064,0.0230672565317,0.109852434483,0.508899653264
1.19821742481,175.908411388,3.18845195096,1.13119402881,0.00847739141704,0.0933980043309,0.516877991708
1.54106663514,175.680346139,2.55411111278,1.04474054612,0.000480160097762,0.092267798294,0.460266619247
1.55314211347,180.492701422,2.809131034,1.11427958333,-0.00298980707007,0.0972520668205,0.487210796201
1.4453335988,178.910472175,3.53820387351,1.1890815698,-0.00377213714985,0.0977114821065,0.531629949359
1.10147127678,180.055610709,3.41776795049,1.10208270386,-0.00315388711591,0.101774633995,0.493288359413
0.593750403463,191.272427539,2.26121169391,0.755039778786,-0.00210841059978,0.0900831527251,0.334327588534
0.345433763272,213.107749238,2.26997677881,0.652864718698,-0.00119816972669,0.0918349621042,0.29586377161
0.474437897574,217.088822467,3.27172888408,0.831988892719,-0.00059825234454,0.0973681980782,0.409332300591
0.611413913117,204.557307657,3.30279661464,0.844564548358,-0.0002683491005,0.105252855621,0.433923043407
0.43476040039,188.559143991,2.11113806334,0.553064473862,-0.000109928202639,0.108300072742,0.298900654129
0.417796198743,182.968532871,1.93068262038,0.562289963616,-4.16541268636e-05,0.114868153302,0.30302044007
0.551905792633,180.583911129,2.32876413309,0.699805610732,0.0,0.116992667416,0.38019589005
0.661410840421,180.918771674,2.0765390268,0.6568944406,0.0,0.100752820694,0.365649398294
0.822315105986,193.874504288,2.29066068452,0.748204912696,0.0,0.103560687921,0.399218595019
0.887565604477,199.089206833,2.91709014832,0.898910332585,0.0,0.117114582364,0.481126605174
0.874784298352,191.965055876,2.74272110967,0.850687935888,0.0,0.114108433921,0.48590658831
0.915204620759,186.311574769,2.53876261167,0.825558157748,0.0,0.115599689933,0.472962506416
1.05346175473,182.901132714,2.82604729932,0.96227989431,0.0,0.109609905116,0.502333518583
1.0970097094,179.91402988,2.8528901328,1.00473288241,0.0,0.0785217352129,0.472476943023
0.902231690723,181.376951839,2.6769802333,0.930121516127,0.0,0.0692533661138,0.426056881151
0.56342487109,184.030013757,1.98548925651,0.691076679757,0.0,0.0821754474309,0.328352399209
0.438716466359,190.496607979,1.82093912413,0.576528488452,0.00155120742822,0.0967931626383,0.315275068355
0.653214679043,195.720983319,2.79171470284,0.781739309009,0.0278643066782,0.0941526997998,0.427458094127
0.840849612519,194.280124077,3.18320879352,0.883093191718,0.042153656162,0.0932006962912,0.467124824351
0.915963823814,187.13544382,2.729586246,0.84227936279,0.0284918851337,0.102842891015,0.433881248894
0.756734604564,188.068801722,2.20702723295,0.731821336905,0.0121215476224,0.116179133122,0.38308174917
0.702177442523,188.468779132,1.76197552654,0.655112361884,0.00229684360602,0.101144886949,0.333591312359
0.790106435327,180.435222573,1.89261529967,0.668093202569,-0.00229906861856,0.0705811863791,0.340194531672
0.837454373598,182.076291556,2.51903907844,0.791186436836,-0.00373726484803,0.0630634944661,0.381974413142
0.802412213987,190.872359485,3.32238642553,0.979231645448,-0.00342150242602,0.0844164996949,0.460249860567
0.671070393366,184.985298179,3.20163675942,0.859319790671,-0.0024248291967,0.0996708645309,0.429335601233
0.887942808921,171.233667078,3.76822484375,0.876417764456,-0.00144072363992,0.100112901762,0.469473203268
1.0690701563,158.288404496,3.53953389935,0.916957914582,-0.000745832584366,0.0879399828997,0.472898070039
1.13738335635,153.012947004,3.28002425833,0.982161979776,-0.000344811451379,0.0923225889757,0.45640113505
