wordrate	freq	bottomup	mwe	rms	f0
0.0	0.0	0.0	0.0	0.0	0.0
0.00185807200035	0.0172109465049	0.00371558397467	0.0	0.000481484033024	0.642229460513
0.067199119384	0.502656064995	0.116764792372	0.0	0.0185633163519	32.8071672836
0.230440451498	1.6255103359	0.351124309047	0.0	0.0540560668517	107.833445688
0.399983358639	2.78640132515	0.564262108117	0.0	0.0841207532032	171.644345034
0.501226671987	3.45006612842	0.815536041178	0.0	0.100199570873	201.217741652
0.529113342037	3.81828138836	1.09505761889	0.0	0.0980214215808	208.121779545
0.572383086321	4.26007844699	1.22368947253	0.0	0.109481584678	213.35427019
0.601770390051	4.1380107963	1.11754893652	0.0	0.126855412348	212.430168216
0.577989955543	3.49847499817	1.05691055569	0.00642920542874	0.112079778088	195.523079266
0.527800144785	3.00125290587	1.18097575128	0.0359636076437	0.0969888345975	177.197117133
0.497836683073	2.95514728238	1.09625622088	0.0397635936668	0.107029754245	175.218613333
0.508899653264	3.24047946572	0.897060643195	0.0230672565317	0.109852434483	177.694447478
0.516877991708	3.18845195096	1.19821742481	0.00847739141704	0.0933980043309	175.908411388
0.460266619247	2.55411111278	1.54106663514	0.000480160097762	0.092267798294	175.680346139
0.487210796201	2.809131034	1.55314211347	-0.00298980707007	0.0972520668205	180.492701422
0.531629949359	3.53820387351	1.4453335988	-0.00377213714985	0.0977114821065	178.910472175
0.493288359413	3.41776795049	1.10147127678	-0.00315388711591	0.101774633995	180.055610709
0.334327588534	2.26121169391	0.593750403463	-0.00210841059978	0.0900831527251	191.272427539
0.29586377161	2.26997677881	0.345433763272	-0.00119816972669	0.0918349621042	213.107749238
0.409332300591	3.27172888408	0.474437897574	-0.00059825234454	0.0973681980782	217.088822467
0.433923043407	3.30279661464	0.611413913117	-0.0002683491005	0.105252855621	204.557307657
0.298900654129	2.11113806334	0.43476040039	-0.000109928202639	0.108300072742	188.559143991
0.30302044007	1.93068262038	0.417796198743	-4.16541268636e-05	0.114868153302	182.968532871
0.38019589005	2.32876413309	0.551905792633	0.0	0.116992667416	180.583911129
0.365649398294	2.0765390268	0.661410840421	0.0	0.100752820694	180.918771674
0.399218595019	2.29066068452	0.822315105986	0.0	0.103560687921	193.874504288
0.481126605174	2.91709014832	0.887565604477	0.0	0.117114582364	199.089206833
0.48590658831	2.74272110967	0.874784298352	0.0	0.114108433921	191.965055876
0.472962506416	2.53876261167	0.915204620759	0.0	0.115599689933	186.311574769
0.502333518583	2.82604729932	1.05346175473	0.0	0.109609905116	182.901132714
0.472476943023	2.8528901328	1.0970097094	0.0	0.0785217352129	179.91402988
0.426056881151	2.6769802333	0.902231690723	0.0	0.0692533661138	181.376951839
0.328352399209	1.98548925651	0.56342487109	0.0	0.0821754474309	184.030013757
0.315275068355	1.82093912413	0.438716466359	0.00155120742822	0.0967931626383	190.496607979
0.427458094127	2.79171470284	0.653214679043	0.0278643066782	0.0941526997998	195.720983319
0.467124824351	3.18320879352	0.840849612519	0.042153656162	0.0932006962912	194.280124077
0.433881248894	2.729586246	0.915963823814	0.0284918851337	0.102842891015	187.13544382
0.38308174917	2.20702723295	0.756734604564	0.0121215476224	0.116179133122	188.068801722
0.333591312359	1.76197552654	0.702177442523	0.00229684360602	0.101144886949	188.468779132
0.340194531672	1.89261529967	0.790106435327	-0.00229906861856	0.0705811863791	180.435222573
0.381974413142	2.51903907844	0.837454373598	-0.00373726484803	0.0630634944661	182.076291556
0.460249860567	3.32238642553	0.802412213987	-0.00342150242602	0.0844164996949	190.872359485
0.429335601233	3.20163675942	0.671070393366	-0.0024248291967	0.0996708645309	184.985298179
0.469473203268	3.76822484375	0.887942808921	-0.00144072363992	0.100112901762	171.233667078
0.472898070039	3.53953389935	1.0690701563	-0.000745832584366	0.0879399828997	158.288404496
0.45640113505	3.28002425833	1.13738335635	-0.000344811451379	0.0923225889757	153.012947004
0.50238544825	3.86261787372	1.27901765744	-0.000144933644539	0.113972495874	160.926119715
0.545807135392	4.27732591033	1.42100420235	-5.61522457289e-05	0.114496022138	166.601010468
0.592060103189	4.46581504584	1.48302100821	-2.02722619069e-05	0.107672367023	172.102716216
0.586667690774	4.19395337618	1.44423912556	0.0	0.0981190778428	173.027353781
0.504233311932	3.28903024943	1.26590231352	0.0	0.0842008546426	185.012510495
0.509479714167	3.334436152	1.23221686137	0.0	0.0817890391436	207.297631188
0.613243790323	4.22496176408	1.43010505946	0.0	0.0821005960563	208.92015714
0.657188098565	4.54590533486	1.47185912178	0.0	0.0894890187403	201.573230993
0.607521338254	4.32419067634	1.32204276617	0.0	0.0989355674111	195.007436833
0.553220990369	4.29558403555	1.32877093407	0.0	0.0999691957043	206.657458441
0.503035792514	4.09654148278	1.2421188938	0.0	0.094684656627	216.830975639
0.476345797924	3.57867889363	0.967282032473	0.0	0.0891075960667	211.793780804
0.457445881878	3.06722254878	0.746714662972	0.0	0.0932574620686	197.329847112
0.467770036598	3.20850636346	0.77875696064	0.0	0.0912190491173	187.388912545
0.516504664776	3.65579311182	0.962363833973	0.0	0.0834763420163	182.333680398
0.556010674823	4.06023908954	1.3264468039	0.0	0.0836604583444	181.780934469
0.535500129925	3.8692645758	1.36437309384	0.0	0.0949842561903	188.057236507
0.488363802777	3.20464342204	1.253042073	0.0	0.0864085717278	178.15864535
0.456488643399	3.02516755548	1.16355378489	0.0	0.0826466224412	174.678739395
0.518037226478	3.86117553362	1.02053645062	0.0	0.0997839893712	188.929838401
0.555380147756	4.12881960842	1.03419128523	0.0	0.109255830251	205.390007246
0.552537870268	4.05764441466	1.40897533216	0.0	0.102260903442	205.926289084
0.539881017084	3.97982459628	1.48553515959	0.0	0.0961740052623	196.135552431
0.51492628428	3.59977519193	1.32241990797	0.0	0.0891229597813	193.84996835
0.504591272995	3.04496336984	1.29420734048	0.0	0.0904320364183	187.571753988
0.526016742686	3.15628463872	1.27838284177	0.0	0.0885116568335	179.816536254
0.520889308265	3.69966193322	1.1141697329	0.0	0.0905667609246	182.429386925
0.475931673932	3.71889242558	0.779170006942	0.0	0.0949409730425	190.993260342
0.352981320151	2.72194089411	0.437193394876	0.0	0.0970481415551	193.649898822
0.360599287581	2.62950366084	0.470025248862	0.0	0.10165663489	188.025603374
0.449119675716	3.21581433052	0.843245426277	0.0	0.0873562333746	172.45876713
0.501877617698	3.64231188266	1.20725899987	0.0	0.0632403165437	158.975080851
0.520354969973	3.48248890273	1.24006699164	0.0	0.0573574273625	159.394238816
0.476787347967	2.94807072319	1.13712927417	0.0	0.0666482424596	170.276687668
0.464871553713	3.0737661828	1.14022568639	0.0	0.0856423912375	186.024625597
0.504627054754	3.61571542153	1.25656949467	0.0	0.0861740600284	184.950446995
0.549903404329	4.08565991915	1.17743090348	0.00076316895723	0.10002948145	186.816590776
0.588890368916	4.26288354423	1.20864867294	0.0246812248675	0.120924416818	188.540679634
