wordrate	freq	bottomup	leftcorner	mwe	rms	f0
0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.00360624903825	0.0296476100242	0.00643490136243	0.0099520265678	0.0	0.000679677132306	1.26554158006
0.0994845421946	0.732942809282	0.154816619638	0.229817808882	0.0	0.0232828692061	39.7537407785
0.266809387581	1.76888616069	0.386173863304	0.566033803697	0.0	0.0619063551465	122.979771618
0.315087676399	1.85197936163	0.41536889438	0.590940870917	0.0	0.0821087600336	194.789090415
0.277918065908	1.49880688197	0.328353481208	0.43189828045	0.0	0.0929004470547	227.939576298
0.235721168688	1.30302682548	0.37311208631	0.355652552281	0.0	0.0902284117004	234.100765689
0.280759121805	1.70200765299	0.677444612627	0.559441801339	0.0	0.0766125451672	234.700615652
0.409463404286	2.64247011169	1.05142471534	0.946264676943	0.0	0.0668584122265	218.880087929
0.480081024929	3.30720443475	1.19869977035	1.09493977611	0.0	0.060092570162	211.662422483
0.511797185779	3.55745875234	1.18478889909	1.10015359631	0.0	0.0659728902372	210.868253237
0.531320656404	3.46175953305	1.04942290141	1.1046420717	0.0	0.086664914821	210.344839073
0.495782381302	2.91300187622	0.845916316394	0.97390894722	0.0	0.100315469173	207.324385178
0.421083070674	2.08783197691	0.898182049935	0.81593115333	0.0	0.0875323365068	198.154884415
0.379974706097	1.84299965664	1.00653533139	0.82970234846	0.0	0.0694275694698	187.530068799
0.481594687778	2.74301717692	1.15232610636	1.09175870635	0.0	0.0603830080893	184.233185576
0.555749446296	3.58229474013	1.27934350806	1.1640159304	0.0	0.0609732446218	186.573974155
0.524043649851	3.50362085896	1.11496420514	1.05831790632	0.0	0.0606566127817	194.020425198
0.524678650309	3.70105992146	1.13570004363	1.10935391915	0.0	0.0656333304154	207.642699092
0.507800560267	3.8648520385	1.30452084549	1.12535017662	0.0	0.0784889637147	219.872356914
0.497632991838	3.89245401875	1.16462314868	1.06386543907	0.0	0.0914383088996	229.631392527
0.503211032892	3.69532010259	1.13972067018	0.99847608595	0.0	0.0942894699853	227.14415841
0.484315636805	3.2920444953	1.1624614124	0.961971976308	0.0	0.0802856306097	220.587566377
0.505254300756	3.51369134321	1.17781222752	1.06199516334	0.0	0.0766063760733	213.563718863
0.586855734921	4.31462573487	1.21483286414	1.27313054544	0.0	0.0841608570847	204.570613468
0.592488243014	4.37616493548	1.18587960031	1.29116059371	0.0	0.0854648226124	191.6471095
0.491300952858	3.59119520729	1.18841710607	1.09843279016	0.0	0.0778052699432	179.563250257
0.479301492079	3.51403624473	1.12993998276	1.02956573444	0.0	0.0736284152206	185.626604631
0.503767874005	3.644405029	1.08694337382	1.06279911186	0.0	0.0812766113466	200.943343182
0.508168444436	3.30939229149	0.970732792095	1.00805904333	0.0	0.0917027018249	199.382052212
0.44400656175	2.36722594524	0.923520204244	0.838237661116	0.0	0.0966089996892	196.796829471
0.403771909406	2.13538508251	0.91987840828	0.79210928869	0.0	0.0950543217892	195.291726968
0.418813710478	2.45260796215	1.03486356919	0.924054227465	0.0	0.0881826744009	187.523570259
0.485348317556	2.98386063223	1.13409108023	1.09384868838	0.0	0.0865730732917	178.965232435
0.546433091159	3.51097853475	1.35985386053	1.20401826163	0.0	0.0756565444385	164.711482148
0.56871748121	4.03740468632	1.49591674532	1.27338321424	0.0	0.076993888797	157.217560431
0.508513359527	3.97095910388	1.31850819554	1.14417376925	0.0	0.074168415526	167.789169665
0.435159101409	3.27805846515	1.02905642898	0.928855823325	0.0	0.0677691538031	178.352979802
0.39817317406	2.7016533536	0.856388765366	0.783031821539	0.0	0.0728752926193	199.213516914
0.401969758814	2.70952959678	0.889372725094	0.79053003817	0.0	0.0827958890534	217.171074258
0.412305860973	2.835733117	0.977854423648	0.891587963117	0.0	0.0801301347686	209.238714793
0.490271292175	3.47027424832	1.17977131826	1.1254605092	0.0	0.0812934484525	187.635392668
0.545083674465	3.8708890387	1.2644447245	1.24538221994	0.0	0.0965436901313	177.686054232
0.516631272265	3.47116472884	1.19399087974	1.20932955975	0.0	0.107604403212	177.626585061
0.510762700407	3.16064599309	1.28460116399	1.26218078531	0.0	0.0987526545827	182.16617327
0.503991591942	3.08581678848	1.32465589034	1.2644601415	0.0	0.0776900489625	191.50650418
0.500455253135	3.36559310944	1.24195530821	1.2134185723	0.0	0.0691923439702	208.247382082
0.506570403451	3.49564626119	1.23494509721	1.17878111747	0.0	0.0577689301962	210.576023623
0.424750880769	2.44836277952	1.17806803017	1.08911349583	0.0	0.0678942031442	201.674355137
0.349896608846	1.66313643167	1.06452975119	1.00950242179	0.0	0.0922396868688	194.213668756
0.292970329307	1.53301661491	0.790759237787	0.842674454155	0.0	0.135314697314	202.913504612
0.312853933756	1.92830940461	0.691810354563	0.77102276095	0.0	0.143738272443	205.191228197
0.351682386149	2.47364957883	0.788942784839	0.761651453195	0.0	0.11049235018	199.418648109
0.385474134623	2.65002164285	0.907326892552	0.77647981995	0.0	0.0810882633275	198.648422703
0.385941422758	2.23992079008	0.848481440407	0.738860586087	0.0	0.0830122328002	211.439254591
0.395045894319	2.02659772131	0.854104008815	0.763786630533	0.0	0.076573345584	217.945943923
