rms,f0_o,wordrate_o,freq_o,mwe_o,bottomup_o
-0.108606938056,-146.344333682,-0.191676646878,0.546707730313,0.0115304278204,-0.0689135474447
-0.107060049518,-144.830294907,-0.191212222926,0.550879736031,0.0113724987552,-0.0717995475862
-0.0828794186447,-116.046163588,-0.151957317793,0.445973947319,0.00838939601049,-0.134681494425
-0.0425581850556,-61.0322118309,-0.0540822429778,0.204287047666,0.0027903606898,-0.16834068133
-0.0240971686179,-17.9561335734,0.0736564991356,0.0691788456498,-0.00136778834398,-0.221461063684
-0.0237298025583,10.5052198896,0.106875272394,-0.061708098408,-0.00322653542076,-0.137401823982
-0.0117724410932,19.3255864199,0.0514919306385,-0.271711365113,-0.00386929853328,-0.119323183326
0.0166723426124,6.04637388308,0.100453265433,-0.20431034112,-0.00473391435411,-0.216318975552
0.0337091901744,-1.81679877324,0.0761683265504,-0.0100773456022,-0.00487954642183,-0.224249388236
0.00914672443438,8.42124486602,-0.00834560012153,0.121680470594,-0.00376622587853,0.0554491754718
-0.0166102162877,24.0891917528,-0.0460653653433,-0.205495346716,-0.0032357890008,0.133367397825
-0.0240569449713,18.5950727436,-0.045016171098,-0.581343085356,-0.00260005536429,0.106803310422
-0.0406590868037,7.09123886849,-0.0386513837286,-0.631060687917,-0.0012531582054,0.0956743037062
-0.0423551061243,11.0307586567,-0.0810117294703,-0.448956778037,-0.00110190179693,0.162598098926
-0.0284519560125,20.7207739105,-0.119501029902,-0.251788827651,-0.00199963110533,0.208333265806
-0.0142953522029,17.6570641968,-0.127433547883,-0.0357614578999,-0.00240295922372,0.158781300165
-0.00228973268062,14.6376742357,-0.130019763407,0.106410917785,-0.00275034715073,0.0468452112568
-0.00230694093962,17.8281438267,-0.106097776695,0.331392298504,-0.00309826524354,0.00808127125316
0.000664543187385,4.23579450606,-0.0219420811315,0.551635168788,-0.00305512197201,-0.0351743772693
0.0154211532494,-17.0549437374,0.054133490412,0.469026329261,-0.00304640997636,-0.133738241517
0.0143728005654,-26.5188168483,0.0985034154692,0.208494011887,-0.00277701617657,0.123751960327
0.0218133091744,-27.9683262301,0.0966185918662,0.0698847630281,-0.00301416222878,0.196931980149
0.0192013254414,-22.2429108698,0.135465346561,-0.155548340147,-0.00349449634031,-0.0530346365723
0.0103607771754,-14.8602780193,0.142471793883,-0.178494451201,0.00286302203801,-0.0165076311133
-0.00524281451062,-8.67503500003,0.141701443601,-0.124796148296,0.0327502195955,-0.104815828491
-0.0260607443953,-4.65306273853,0.103091189448,0.0539698021203,0.0375244948267,0.0750800677638
-0.0256327490558,8.9760520747,-0.00602470186933,0.210506675281,0.0208067780183,0.234001542519
-0.0331765971892,21.5636301107,-0.0327834612905,0.22104490154,0.00603079787682,0.070574015672
-0.038245854651,10.0283962303,0.0762587865883,0.109197945987,-0.00185557010804,-0.071367190576
-0.015814447478,-13.522467626,0.158530599225,0.165220230582,-0.00557550085943,-0.0386642219387
0.00189625242338,-22.0995169829,0.231194764617,0.20692722731,-0.00717558433327,-0.134622834273
0.0107190144784,-20.7689128808,0.233020887228,0.134464204035,-0.00703946020451,-0.234563215013
0.0145787074394,-17.4958946756,0.18410552543,-0.057270833751,-0.00600707008789,-0.00682317815964
-0.0103156056705,8.69296948027,0.0473925940947,-0.312448372688,-0.00450276923056,0.161221383567
-0.0356970764111,37.1162456355,-0.141469650923,-0.0692128564598,-0.0030462643974,0.107315680822
-0.0279410630484,41.4910999387,-0.189001402101,0.152400661346,-0.00297548834522,-0.0284374846626
-0.00544986845762,24.0628687193,-0.107752309954,-0.0842963736279,-0.00340853171298,-0.067529512659
0.00214444016038,13.4109432229,-0.0401282162398,0.0449181444638,-0.00355342002948,-0.00385193585694
0.0113463373754,9.73788070722,-0.036901218079,0.0395217697879,-0.00373789721628,0.110026897701
0.0273707600344,6.89443910977,-0.040767977523,-0.26616514323,-0.00426571746121,0.153173843634
0.0212351219824,5.40191396477,-0.0176510272712,-0.353177016061,-0.00407002177943,0.200268608148
0.00202669685438,1.62789963912,-0.00080759992774,-0.50616692773,-0.00311732798441,0.136219203966
-0.0190249264515,-7.66938263692,-0.00895639545639,-0.489919466425,-0.00159424640025,0.0811949650023
-0.00251762424762,-8.90939102484,-0.0418261824178,-0.00675267220367,-0.00203011909828,0.031124987727
0.0172927748684,-13.5873611221,-0.0564951898285,0.463609054471,-0.00254732982444,0.00230943564858
