wordrate	freq	bottomup	leftcorner	mwe	rms	f0
0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.00187193973117	0.0170185286269	0.00188636748801	0.00343757491623	0.0	0.000179463883484	0.722825038745
0.0744965802805	0.502418252584	0.0970525127585	0.127612526554	0.0	0.0154360392502	31.8386570148
0.222065277317	1.4136773586	0.412271662732	0.401398714256	0.0	0.0601896294859	105.40196057
0.407334163549	2.81361660577	0.751717981079	0.763583788042	0.0	0.129185282501	175.68055497
0.594923774133	4.22866047199	1.02608955569	1.11703061353	0.0	0.162829820447	210.535409622
0.625413524755	4.34147884128	1.29758501173	1.21123839301	0.0	0.146140928373	223.051122736
0.580667533679	4.06970007503	1.35129152747	1.15161365722	0.0	0.117571788352	226.449874974
0.53809573983	3.7989499566	1.27647340405	1.09856104271	0.0	0.0907740322739	226.487695765
0.459960569886	3.24779314217	1.05502711845	0.953017812167	0.0	0.0744388645531	224.104781799
0.461476045514	3.2017376005	0.981471424466	0.945080760244	0.0	0.0729175022585	207.079857879
0.471739259374	3.13437235173	0.964835496445	0.957708509699	0.0	0.0786258857303	187.318868423
0.449270614404	2.8208943473	0.917128122011	0.920451331876	0.0	0.0777151846262	174.280735508
0.427520886241	2.59759315176	0.901079042485	0.923627984927	0.0	0.0921779650356	176.679044922
0.449662992976	2.87601842072	1.00051910131	1.03465636568	0.0	0.102343664272	179.676598744
0.493023567431	3.42180847528	1.13281097676	1.1504994593	0.0	0.0919030885036	176.453355927
0.49604757141	3.58836032811	1.11154350006	1.11110734958	0.0	0.096760582676	185.824585114
0.421003670407	2.94372886938	0.987366768432	0.970885946492	0.0	0.0947309545097	192.632162598
0.324050463997	2.19615789502	0.719739949824	0.763884961363	0.0	0.103910175604	199.593074252
0.223971720646	1.47357575948	0.438889968979	0.533939673062	0.0	0.142926478139	212.005611083
0.1332852807	0.779765795942	0.2432517742	0.318229464706	0.0	0.158076704292	213.945103219
0.106391584397	0.577162408123	0.289763112629	0.238279130335	0.0	0.12976513913	209.263193788
0.16831916323	0.97862804765	0.531308505905	0.426284017844	0.0	0.0935608945175	208.229229534
0.216799617669	1.49909471754	0.696761744346	0.586370126188	0.0	0.0744954762275	205.866377331
0.237074163081	1.87580501249	0.692129604773	0.64418013998	1.44277568471e-05	0.0900694133929	206.834358441
0.336204263019	2.7445677274	0.836633162859	0.854218505298	0.0147998953369	0.101478030533	197.559045422
0.507702935247	4.02203534844	1.20993836662	1.1809898109	0.0409148416897	0.103314407546	184.170517756
0.593225120138	4.26073705556	1.40626925522	1.31393752282	0.0355199888687	0.103817831274	171.336236817
0.558818304004	3.64829759403	1.29273896127	1.18198588524	0.0179904868344	0.090333378853	160.37191738
0.462728163805	2.89816153154	1.08707725715	1.007186648	0.00545843188378	0.101160257362	176.790334605
0.453329569085	2.85918379944	1.03773972703	1.06437837306	-0.000935886795176	0.103572277429	190.754341921
0.554746498552	3.78965532193	1.22461714954	1.28492930028	-0.00344201162949	0.084916679134	188.72543203
0.628097083934	4.50683777247	1.49875309794	1.39919585944	-0.00368273074733	0.0643122842311	177.511041588
0.580617153822	4.05043348769	1.41068419883	1.24166219933	-0.00285083943349	0.0517568446737	172.966225342
0.52403497337	3.70960071355	1.10268177621	1.0633946883	-0.00180695689278	0.0806392943394	177.581731069
0.551608134857	4.14701616448	0.906701903826	1.09492513309	-0.000984979428148	0.123363544951	181.030440819
0.536838280729	3.94760154956	0.873330674686	1.04241016728	-0.000475285031331	0.124116709794	185.24720039
0.556769844005	4.01308671702	0.899294973968	1.03392046364	-0.00020714887428	0.103184130117	186.289109329
0.554751408815	3.90217382879	1.09730434791	1.17498825223	-8.27959553365e-05	0.0842651589427	181.645453521
0.553402876949	3.7987957516	1.41810939081	1.37161328306	-3.07118237114e-05	0.070434192891	176.401285436
0.51906921231	3.43794726199	1.33098704163	1.26896648025	0.0	0.0776587263709	180.240454523
0.509265197098	3.34146901604	1.18231224149	1.11437087447	0.0	0.0868092564917	182.015072319
0.553392800534	3.61180145827	1.15130048828	1.09421192542	0.0	0.0865054206195	176.657536688
0.567853057093	3.80954225689	1.20556118847	1.11036083296	0.0	0.070359970703	165.301457627
0.56730433517	4.02337885924	1.29901702101	1.18198924328	0.0	0.0570586984335	160.679827631
0.509841186893	3.75443309507	1.31392746963	1.14812895313	0.0	0.057495634585	158.992280207
0.452013006437	3.52463486944	1.17063169458	1.03657366824	0.0	0.0741416915221	168.459517846
0.406745775061	3.35474701629	0.97587812136	0.98752018623	0.0	0.0901075289433	181.203701684
0.322445114345	2.57840289886	0.725111708284	0.754797848747	0.0	0.12620214888	200.22019684
0.294250911216	2.181114173	0.665122964648	0.611550514269	0.0	0.126057090519	222.092843913
0.372997105445	2.63418706773	0.661321679452	0.761726350851	0.0	0.113643851746	222.745147922
0.43819787505	3.14410995421	0.71624119371	0.920097084441	0.0	0.0972827424184	203.939819513
0.448607434477	3.20970450403	0.833863414978	0.916356399062	0.0	0.0944648437014	190.544989405
0.457551755914	3.19200447304	1.15123505553	0.908207564396	0.0	0.0822331153618	193.18695967
0.372008149795	2.48772932353	1.15530099315	0.781699574436	0.0	0.0789081340452	203.89795069
0.322133219055	2.21067340258	0.924466884971	0.674211519883	0.0	0.0924621837684	198.736082846
0.287139626011	1.90387559184	0.772907259862	0.651089778937	0.0	0.0814976025967	193.214740028
0.321462362948	2.21358882547	0.713995174578	0.720660191286	0.0	0.0880128610335	198.385329033
0.386835923116	2.50174509819	0.78847621958	0.847850600886	0.0	0.106315065381	197.56525339
0.392549903162	2.45811718722	0.850025172905	0.886766723355	0.0	0.104907963365	192.142142941
0.4516222774	3.20997654922	1.02521244019	1.05153804356	0.0	0.0926634696034	181.841298227
0.417165930301	3.05147511143	1.0838806078	1.03486308617	0.0	0.0826339558645	177.220015171
0.336819738019	2.51004162467	0.991466791904	0.914940251114	0.0	0.0951035605527	194.16008093
0.375964248154	2.99785904983	1.08687229599	1.03629186363	0.0	0.0987216032227	201.440101444
0.444575362621	3.58428530919	1.03022315429	1.07381271592	0.0	0.108112078408	210.782238308
0.386623819458	2.86991693996	0.845275348591	0.816053778762	0.0	0.115627962874	209.544113716
0.289018476434	1.92033724996	0.595813903994	0.564900714111	0.0	0.141686951403	206.249461514
0.241908870014	1.51602144056	0.514481535341	0.505268492323	0.0	0.148143549127	195.423991475
0.292617372732	1.87215283669	0.696958086313	0.666581399493	0.0	0.123214871311	182.521549598
0.376608831529	2.50376570143	0.95778249835	0.860855867108	0.0	0.090365211946	184.293375908
0.485808163469	3.60588495667	1.24770346927	1.08723779571	0.0	0.0640070371397	183.289458889
0.496172501711	3.92594019372	1.35789557077	1.17403040757	0.0	0.0426594484914	174.106561305
0.441228549872	3.6090067139	1.25396629715	1.15361391878	0.0	0.0419602657129	178.686170573
0.360252867792	2.99660802211	1.03203462431	0.969638152525	0.0	0.0583273428174	194.988513953
0.333275891311	2.70385701288	0.865539189828	0.839360809117	0.0	0.0790239659217	199.643090596
0.425970719203	3.2086365593	0.998613456243	1.01220264423	0.0	0.118693732197	204.664329396
0.513945240493	3.74648477958	1.22239332215	1.21326745965	0.0	0.128352945962	193.466585615
0.49717654969	3.64631074331	1.20879019611	1.13775611346	0.0	0.105542499119	176.796055776
0.460391974223	3.46251003862	1.04373762429	0.976469877833	0.0	0.0951129955862	187.758076525
0.43931526108	3.36843280984	1.01219962497	0.946011591267	0.0	0.082364050219	199.597507271
0.432961112694	3.24451109554	1.07670480759	1.00460073137	0.0	0.0786706966344	198.926501232
