wordrate	freq	bottomup	mwe	rms	f0
0.0	0.0	0.0	0.0	0.0	0.0
0.00380956202066	0.0324978997449	0.00411586656677	0.0	0.00154688853793	2.24841602415
0.101062359025	0.702684122901	0.136628235601	0.0	0.0257275194109	42.5121754851
0.303474930314	2.10766599649	0.522051160015	0.0	0.066048753	116.668422174
0.499027980741	3.63198443546	0.899174769608	0.0	0.0845097694377	168.50877151
0.564385400131	4.06967005613	1.15083172609	0.0	0.0848771354973	197.14453009
0.531644066441	3.52870364657	1.08673496971	0.0	0.0968344969624	211.641591488
0.596252663537	4.08200861946	1.06641036009	0.0	0.125279280668	211.866391366
0.581440329294	4.09327451088	0.989651646598	0.0	0.14231612823	212.091373057
0.482044259422	3.41959916854	1.10835219793	0.0	0.11775366249	210.668514447
0.434219722468	2.74585089263	1.14334256646	0.0	0.0919967217679	214.108488329
0.42116692607	2.2798895896	1.09618002633	0.0	0.0845499930843	205.079073793
0.396922988023	2.07204664971	1.05028286334	0.0	0.0679478512519	185.693459844
0.357140614132	1.90590756568	1.0386165237	0.0	0.0662518319313	188.827803323
0.344346860931	1.94231974677	1.04249327513	0.0	0.0801549820431	205.118266436
0.348156017647	2.14795609226	0.973748622313	0.0	0.0943115858527	208.7753304
0.355057637974	2.31397056513	0.853001220845	0.0	0.106317205375	211.455545567
0.382519789272	2.7812293232	0.876339334515	0.0	0.106299997116	214.637845627
0.45469669095	3.63570039384	0.96951884824	0.0	0.109271481243	202.456192867
0.522826330606	4.11639070662	0.970863201587	0.0	0.124028091305	188.171078134
0.555517850208	4.15181959288	1.29101978977	0.0	0.122979738621	178.209505065
0.559983561238	4.02951956901	1.35955773135	0.0	0.13042024723	180.292338262
0.602419428926	4.18644901061	1.21078407059	0.0	0.127808263497	184.777727995
0.608193877182	4.2404478788	1.2821681964	0.00642920542874	0.118967715231	187.963356756
0.597614119631	4.24817135565	1.20407853424	0.0359636076437	0.103364123545	186.740876165
0.541198076498	3.99227561322	1.3026678423	0.0397635936668	0.0825461936603	180.879645006
0.447742146562	3.31525544875	1.27367325788	0.0230672565317	0.0829741889998	194.71194837
0.426945393807	3.16156998997	1.09095989148	0.00847739141704	0.0754303408664	203.718123928
0.517693296801	3.87341073082	1.14116582656	0.000480160097762	0.0703610834046	189.776286559
0.597716441673	4.574348809	1.28387653599	-0.00298980707007	0.0927924905776	176.874616034
0.679778527301	5.28925234928	1.32513560531	-0.00377213714985	0.110503190479	176.705628901
0.692536187961	5.30124469145	1.23870205834	-0.00315388711591	0.119325952534	182.224793182
0.651404446736	4.73182258859	1.3747421178	-0.00210841059978	0.123185645495	187.33018045
0.5172452825	3.35920998027	1.32342452091	-0.00119816972669	0.0982913323851	201.700599552
0.332907378673	2.04137655916	0.945499183851	-0.00059825234454	0.0729098616445	218.074155114
0.298560392637	1.93262712917	0.726985729883	-0.0002683491005	0.0806658750072	226.131136229
0.384453909315	2.39068030224	0.816412714392	-0.000109928202639	0.103157069598	219.380482105
0.448329020697	3.06490769079	0.99364358523	-4.16541268636e-05	0.110751378216	212.333914938
0.457312536705	3.11094050652	1.1073609692	0.0	0.119953275431	213.029405037
0.467433193925	2.84474384094	1.14186331238	0.0	0.13597769809	217.793474355
0.482315372642	2.90958912124	1.22998790413	0.0	0.129842060038	213.388087109
0.4743809672	2.74875404176	1.17825184376	0.0	0.11063363491	200.494973335
0.433320092111	2.4713872834	1.06219145405	0.0	0.0895820116041	181.203542908
0.416743228799	2.75551096505	0.946924591402	0.0	0.106089313808	187.800289976
0.418069459277	3.1759896963	0.882273796531	0.0	0.125899712924	192.527203332
0.482573595243	3.54500630183	0.992842212986	0.0	0.131114397478	190.077724312
